"ring","year","site","sex","Difsite","survival","site_recode","Lrecapture","time_SLC"
"ARD7099",2020,"BLA","M",0,0,"BLA",0,0
"ARD7113",2019,"TAI","M",0,0,"TAI",0,0
"ARD7114",2019,"DEL","M",0,1,"DEL",0,0
"ARD7114",2020,"DEL","M",0,0,"DEL",0,1
"ARD7115",2019,"DEL","F",0,0,"DEL",0,0
"ARD7116",2019,"DEL","F",0,0,"DEL",0,0
"ARD7146",2020,"CAR","F",0,1,"CAR",0,0
"ARD7146",2021,"CAR","F",0,0,"CAR",0,1
"ARD7147",2019,"HWP","M",0,1,"HWP",0,0
"ARD7147",2020,"HWP","M",0,0,"HWP",0,1
"ARD7148",2019,"HWP","F",0,0,"HWP",0,0
"ARD7166",2019,"FOU","F",0,0,"FOU",0,0
"ARD7209",2019,"OSP","M",0,0,"OSP",0,0
"ARD7226",2019,"MUN","F",0,0,"MUN",0,0
"ARD7232",2019,"DAV","F",0,0,"DAV",0,0
"ARD7233",2019,"FOU","M",0,0,"FOU",0,0
"ARD7234",2019,"FOU","F",0,0,"FOU",0,0
"ARD7235",2019,"ALN","M",0,0,"ALN",0,0
"ARD7236",2019,"OSP","F",0,0,"OSP",0,0
"ARD7237",2019,"OSP","M",0,1,"OSP",0,0
"ARD7237",2022,"OSP","M",0,1,"OSP",1,3
"ARD7237",2024,"OSP","M",0,0,"OSP",1,2
"ARD7238",2019,"SPD","M",0,0,"SPD",0,0
"ARD7239",2019,"SPD","F",0,0,"SPD",0,0
"ARD7240",2019,"SPD","F",0,0,"SPD",0,0
"ARD7241",2019,"SPD","M",0,0,"SPD",0,0
"ARD7256",2019,"FSH","F",0,0,"FSH",0,0
"ARD7277",2021,"NEW","M",0,0,"NEW",0,0
"ARD7292",2019,"PIT","M",0,0,"PIT",0,0
"ARD7293",2019,"KCK","F",0,0,"KCK/KCZ",0,0
"ARD7300",2019,"MCH","F",0,0,"MCH",0,0
"ARD7310",2019,"AVN","M",0,1,"AVN",0,0
"ARD7310",2020,"AVN","M",0,0,"AVN",0,1
"ARD7321",2019,"DOR","F",0,0,"DOR",0,0
"ARD7322",2019,"SPD","F",0,0,"SPD",0,0
"ARD7323",2019,"DEL","M",0,1,"DEL",0,0
"ARD7323",2021,"DEL","M",0,1,"DEL",1,2
"ARD7323",2022,"DEL","M",0,1,"DEL",0,1
"ARD7323",2023,"DEL","M",0,0,"DEL",0,1
"ARD7324",2019,"DEL","F",0,0,"DEL",0,0
"ARD7355",2019,"INS","M",0,0,"INS",0,0
"ARD7356",2019,"INS","F",0,0,"INS",0,0
"ARD7365",2019,"TOM","M",0,1,"TOM",0,0
"ARD7365",2020,"TOM","M",0,0,"TOM",0,1
"ARD7367",2021,"CAR","M",0,1,"CAR",0,0
"ARD7367",2022,"CAR","M",0,0,"CAR",0,1
"ARD7378",2022,"OSP","M",0,0,"OSP",0,0
"ARD7379",2022,"OSP","F",0,0,"OSP",0,0
"ARD7380",2019,"RTH","F",0,0,"RTH",0,0
"ARD7381",2019,"RTH","F",0,1,"RTH",0,0
"ARD7381",2020,"RTH","F",0,0,"RTH",0,1
"ARD7382",2019,"FSH","F",0,0,"FSH",0,0
"ARD7390",2019,"CRU","F",0,0,"CRU",0,0
"ARD7391",2019,"AVI","M",0,1,"AVI",0,0
"ARD7391",2021,"AVI","M",0,1,"AVI",1,2
"ARD7391",2022,"AVI","M",0,1,"AVI",0,1
"ARD7391",2023,"AVI","M",0,1,"AVI",0,1
"ARD7391",2024,"AVI","M",0,0,"AVI",0,1
"ARD7392",2019,"AVN","F",0,0,"AVN",0,0
"ARD7453",2020,"MCH","M",0,0,"MCH",0,0
"ARD7480",2020,"SER","F",0,0,"SER",0,0
"ARD7491",2021,"FSH","M",0,0,"FSH",0,0
"ARD7500",2020,"FOF","F",0,0,"FOF",0,0
"ARD7502",2020,"KCZ","F",0,0,"KCK/KCZ",0,0
"ARD7507",2020,"PIT","M",0,0,"PIT",0,0
"ARD7513",2022,"BIR","M",0,0,"BIR",0,0
"ARD7514",2021,"PTH","M",0,0,"PTH",0,0
"ARD7515",2021,"MCH","M",0,0,"MCH",0,0
"ARD7517",2020,"GLF","F",0,0,"GLF",0,0
"ARD7523",2020,"FOF","F",0,0,"FOF",0,0
"ARD7524",2020,"FOF","F",0,1,"FOF",0,0
"ARD7524",2021,"FOF","F",0,1,"FOF",0,1
"ARD7524",2022,"FOF","F",0,1,"FOF",0,1
"ARD7524",2023,"FOF","F",0,0,"FOF",0,1
"ARD7537",2021,"GLF","M",0,0,"GLF",0,0
"ARD7538",2020,"SER","F",0,0,"SER",0,0
"ARD7539",2020,"SER","M",0,1,"SER",0,0
"ARD7539",2021,"SER","M",0,1,"SER",0,1
"ARD7539",2022,"SER","M",0,1,"SER",0,1
"ARD7539",2023,"SER","M",0,0,"SER",0,1
"ARD7547",2020,"STY","F",0,0,"STY",0,0
"ARD7577",2020,"STY","F",0,1,"STY",0,0
"ARD7577",2021,"STY","F",0,1,"STY",0,1
"ARD7577",2022,"STY","F",0,1,"STY",0,1
"ARD7577",2023,"STY","F",0,0,"STY",0,1
"ARD7649",2019,"DUN","F",0,1,"DUN",0,0
"ARD7649",2020,"DUN","F",0,1,"DUN",0,1
"ARD7649",2022,"DUN","F",0,1,"DUN",1,2
"ARD7649",2023,"DUN","F",0,0,"DUN",0,1
"ARD7650",2019,"GLF","M",0,0,"GLF",0,0
"ARD7651",2019,"GLF","F",0,0,"GLF",0,0
"ARD7668",2019,"DOW","F",0,0,"DOW",0,0
"ARD7669",2019,"LVN","F",0,0,"LVN",0,0
"ARD7676",2019,"CAL","F",0,0,"CAL",0,0
"ARD7678",2019,"KCK","F",0,1,"KCK/KCZ",0,0
"ARD7678",2020,"KCZ","F",1,0,"KCK/KCZ",0,1
"ARD7679",2019,"SER","M",0,0,"SER",0,0
"ARD7680",2019,"SER","M",0,1,"SER",0,0
"ARD7680",2020,"SER","M",0,0,"SER",0,1
"ARD7681",2019,"SER","F",0,0,"SER",0,0
"ARD7683",2019,"EDI","M",0,1,"EDI",0,0
"ARD7683",2020,"EDI","M",0,1,"EDI",0,1
"ARD7683",2021,"EDI","M",0,0,"EDI",0,1
"ARD7688",2019,"BLA","F",0,0,"BLA",0,0
"ARD7699",2019,"DOW","F",0,0,"DOW",0,0
"ARD7731",2019,"ALN","F",0,1,"ALN",0,0
"ARD7731",2020,"ALN","F",0,1,"ALN",0,1
"ARD7731",2021,"ALN","F",0,0,"ALN",0,1
"ARD7732",2019,"ALN","M",0,1,"ALN",0,0
"ARD7732",2020,"ALN","M",0,1,"ALN",0,1
"ARD7732",2021,"ALN","M",0,0,"ALN",0,1
"ARD7733",2019,"DAV","F",0,1,"DAV",0,0
"ARD7733",2020,"DAV","F",0,1,"DAV",0,1
"ARD7733",2021,"DAV","F",0,0,"DAV",0,1
"ARD7734",2019,"CAR","M",0,0,"CAR",0,0
"ARD7735",2019,"CAR","F",0,0,"CAR",0,0
"ARD7736",2019,"AVN","F",0,0,"AVN",0,0
"ARD7737",2019,"AVN","F",0,0,"AVN",0,0
"ARD7743",2019,"RTH","M",0,0,"RTH",0,0
"ARD7744",2019,"RTH","F",0,0,"RTH",0,0
"ARD7755",2019,"FSH","M",0,0,"FSH",0,0
"ARD7756",2019,"FSH","F",0,1,"FSH",0,0
"ARD7756",2020,"FSH","F",0,0,"FSH",0,1
"ARD7764",2019,"INS","M",0,0,"INS",0,0
"ARD7765",2019,"INS","F",0,0,"INS",0,0
"ARD7766",2019,"NEW","F",0,1,"NEW",0,0
"ARD7766",2022,"NEW","F",0,0,"NEW",1,3
"ARD7767",2019,"NEW","M",0,0,"NEW",0,0
"ARD7769",2019,"NEW","M",0,0,"NEW",0,0
"ARD7770",2019,"NEW","F",0,1,"NEW",0,0
"ARD7770",2020,"NEW","F",0,1,"NEW",0,1
"ARD7770",2021,"NEW","F",0,1,"NEW",0,1
"ARD7770",2022,"NEW","F",0,1,"NEW",0,1
"ARD7770",2023,"NEW","F",0,0,"NEW",0,1
"ARD7781",2019,"CAR","F",0,0,"CAR",0,0
"ARD7782",2019,"CAR","M",0,0,"CAR",0,0
"ARD7783",2019,"AVN","M",0,0,"AVN",0,0
"ARD7784",2019,"AVN","F",0,0,"AVN",0,0
"ARD7793",2019,"FSH","M",0,0,"FSH",0,0
"ARD7794",2019,"FSH","F",0,0,"FSH",0,0
"ARD7795",2019,"INS","F",0,1,"INS",0,0
"ARD7795",2020,"INS","F",0,1,"INS",0,1
"ARD7795",2021,"INS","F",0,0,"INS",0,1
"ARD7799",2019,"SLS","F",0,0,"SLS",0,0
"ARD7801",2019,"PIT","F",0,0,"PIT",0,0
"ARD7802",2019,"PIT","M",0,1,"PIT",0,0
"ARD7802",2020,"PIT","M",0,0,"PIT",0,1
"ARD7823",2019,"CAL","F",0,1,"CAL",0,0
"ARD7823",2020,"CAL","F",0,0,"CAL",0,1
"ARD7842",2019,"PIT","F",0,1,"PIT",0,0
"ARD7842",2020,"PIT","F",0,0,"PIT",0,1
"ARD7843",2019,"PIT","F",0,0,"PIT",0,0
"ARD7845",2021,"PIT","M",0,1,"PIT",0,0
"ARD7845",2022,"PIT","M",0,0,"PIT",0,1
"ARD7896",2019,"LVN","F",0,0,"LVN",0,0
"ARD7897",2019,"LVN","M",0,0,"LVN",0,0
"ARD7898",2019,"CAL","M",0,1,"CAL",0,0
"ARD7898",2020,"CAL","M",0,0,"CAL",0,1
"ARD7899",2019,"CAL","F",0,0,"CAL",0,0
"ARD7900",2019,"KCZ","F",0,0,"KCK/KCZ",0,0
"ARD7956",2019,"ART","M",0,1,"ART",0,0
"ARD7956",2020,"ART","M",0,1,"ART",0,1
"ARD7956",2021,"ART","M",0,0,"ART",0,1
"ARD7957",2019,"ART","F",0,1,"ART",0,0
"ARD7957",2020,"ART","F",0,0,"ART",0,1
"ARD7974",2021,"ALN","M",0,1,"ALN",0,0
"ARD7974",2022,"ALN","M",0,1,"ALN",0,1
"ARD7974",2023,"ALN","M",0,0,"ALN",0,1
"ARD7992",2019,"OSP","F",0,1,"OSP",0,0
"ARD7992",2022,"OSP","F",0,0,"OSP",1,3
"ARD7993",2019,"OSP","M",0,0,"OSP",0,0
"ARR8624",2023,"GLF","M",0,0,"GLF",0,0
"ARR8625",2023,"LVN","F",0,0,"LVN",0,0
"ARR8626",2023,"LVN","M",0,0,"LVN",0,0
"ARR8627",2023,"BLG","M",0,0,"BLG",0,0
"ARR8628",2023,"DNM","M",0,1,"DNM",0,0
"ARR8628",2024,"DNM","M",0,0,"DNM",0,1
"ARR8629",2023,"NEW","M",0,0,"NEW",0,0
"ARR8630",2023,"NEW","F",0,1,"NEW",0,0
"ARR8630",2024,"NEW","F",0,0,"NEW",0,1
"ARR8636",2023,"KCK","M",0,0,"KCK/KCZ",0,0
"ARR8645",2023,"PIT","F",0,0,"PIT",0,0
"ARR8653",2023,"STY","M",0,1,"STY",0,0
"ARR8653",2024,"STY","M",0,0,"STY",0,1
"ARR8656",2023,"BLG","F",0,0,"BLG",0,0
"ARR8658",2023,"BLA","F",0,0,"BLA",0,0
"ARR8659",2023,"DNM","M",0,0,"DNM",0,0
"ARR8661",2023,"DNM","F",0,0,"DNM",0,0
"ARR8662",2023,"DNS","M",0,1,"DNS",0,0
"ARR8662",2024,"DNS","M",0,0,"DNS",0,1
"ARR8663",2023,"NEW","M",0,0,"NEW",0,0
"ARR8664",2023,"NEW","F",0,0,"NEW",0,0
"ARR8665",2023,"PTH","F",0,0,"PTH",0,0
"ARR8666",2023,"NEW","M",0,0,"NEW",0,0
"ARR8668",2023,"CRU","M",0,1,"CRU",0,0
"ARR8668",2024,"CRU","M",0,0,"CRU",0,1
"ARR8669",2023,"CRU","F",0,0,"CRU",0,0
"ARR8670",2023,"CAL","F",0,0,"CAL",0,0
"ARR8671",2023,"KCK","M",0,0,"KCK/KCZ",0,0
"ARR8790",2024,"BLG","F",0,0,"BLG",0,0
"ARR8801",2023,"KCZ","F",0,0,"KCK/KCZ",0,0
"ARR8804",2023,"PIT","M",0,0,"PIT",0,0
"ARR8805",2023,"DUN","M",0,0,"DUN",0,0
"ARR8818",2023,"DNS","F",0,0,"DNS",0,0
"ARR8820",2023,"FSH","F",0,0,"FSH",0,0
"ARR8821",2023,"KCZ","F",0,0,"KCK/KCZ",0,0
"ARR8822",2023,"KCZ","F",0,0,"KCK/KCZ",0,0
"ARR8823",2023,"BIR","F",0,0,"BIR",0,0
"ARR8829",2023,"KCZ","M",0,1,"KCK/KCZ",0,0
"ARR8829",2024,"KCZ","M",0,0,"KCK/KCZ",0,1
"ARR8830",2023,"PIT","F",0,0,"PIT",0,0
"ARR8855",2024,"LVN","M",0,0,"LVN",0,0
"ARR8867",2024,"BLG","F",0,0,"BLG",0,0
"ARR8881",2024,"PIT","M",0,0,"PIT",0,0
"ARR8882",2024,"PIT","F",0,0,"PIT",0,0
"ARR8883",2024,"STY","F",0,0,"STY",0,0
"ARR8884",2024,"STY","F",0,0,"STY",0,0
"ARR8885",2024,"GLF","F",0,0,"GLF",0,0
"ARR8886",2024,"EDI","F",0,0,"EDI",0,0
"ARR8887",2024,"PTH","M",0,0,"PTH",0,0
"ARR8894",2024,"BIR","M",0,0,"BIR",0,0
"ARR8895",2024,"BIR","F",0,0,"BIR",0,0
"ARR8951",2024,"BLG","M",0,0,"BLG",0,0
"ARR8979",2024,"STY","F",0,0,"STY",0,0
"ARR8980",2024,"LVN","M",0,0,"LVN",0,0
"ARR8981",2024,"LVN","M",0,0,"LVN",0,0
"ARR8982",2024,"LVN","F",0,0,"LVN",0,0
"ARR8987",2024,"PTH","F",0,0,"PTH",0,0
"ARR9008",2023,"AVI","F",0,1,"AVI",0,0
"ARR9008",2024,"AVI","F",0,0,"AVI",0,1
"ARR9015",2023,"AVN","F",0,0,"AVN",0,0
"ARR9016",2023,"AVN","M",0,1,"AVN",0,0
"ARR9016",2024,"AVN","M",0,0,"AVN",0,1
"ARR9035",2023,"AVN","F",0,0,"AVN",0,0
"ARR9036",2023,"AVN","M",0,1,"AVN",0,0
"ARR9036",2024,"AVN","M",0,0,"AVN",0,1
"ARR9037",2023,"AVN","F",0,1,"AVN",0,0
"ARR9037",2024,"AVN","F",0,0,"AVN",0,1
"ARR9045",2023,"CAR","M",0,0,"CAR",0,0
"ARR9067",2023,"HWP","F",0,1,"HWP",0,0
"ARR9067",2024,"HWP","F",0,0,"HWP",0,1
"ARR9072",2023,"SLS","F",0,0,"SLS",0,0
"ARR9077",2023,"HWP","F",0,0,"HWP",0,0
"ARR9078",2023,"DOW","F",0,0,"DOW",0,0
"ARR9079",2023,"ART","F",0,0,"ART",0,0
"ARR9080",2023,"ART","M",0,0,"ART",0,0
"ARR9081",2023,"ART","F",0,1,"ART",0,0
"ARR9081",2024,"ART","F",0,0,"ART",0,1
"ARR9085",2023,"MUN","F",0,0,"MUN",0,0
"ARR9086",2023,"MUN","M",0,0,"MUN",0,0
"ARR9087",2023,"MUN","M",0,1,"MUN",0,0
"ARR9087",2024,"MUN","M",0,0,"MUN",0,1
"ARR9088",2023,"OSP","M",0,0,"OSP",0,0
"ARR9089",2023,"MUN","M",0,0,"MUN",0,0
"ARR9090",2023,"MUN","F",0,0,"MUN",0,0
"ARR9091",2023,"OSP","F",0,0,"OSP",0,0
"ARR9092",2023,"OSP","M",0,0,"OSP",0,0
"ARR9093",2023,"OSP","M",0,0,"OSP",0,0
"ARR9094",2023,"OSP","F",0,0,"OSP",0,0
"ARR9095",2023,"ALN","F",0,0,"ALN",0,0
"ARR9096",2023,"SLS","F",0,1,"SLS",0,0
"ARR9096",2024,"SLS","F",0,0,"SLS",0,1
"ARR9108",2023,"SLS","M",0,0,"SLS",0,0
"ARR9112",2023,"INS","M",0,0,"INS",0,0
"ARR9113",2023,"INS","F",0,0,"INS",0,0
"ARR9114",2023,"CAR","F",0,0,"CAR",0,0
"ARR9124",2023,"AVI","F",0,0,"AVI",0,0
"ARR9125",2023,"AVI","M",0,0,"AVI",0,0
"ARR9138",2023,"AVI","F",0,0,"AVI",0,0
"ARR9139",2023,"AVI","M",0,0,"AVI",0,0
"ARR9217",2024,"DOR","M",0,0,"DOR",0,0
"ARR9251",2024,"PTH","F",0,0,"PTH",0,0
"ARR9252",2024,"DNM","M",0,0,"DNM",0,0
"ARR9257",2024,"EDI","F",0,0,"EDI",0,0
"ARR9270",2024,"ALN","M",0,0,"ALN",0,0
"ARR9271",2024,"ALN","F",0,0,"ALN",0,0
"ARR9283",2024,"DOR","F",0,0,"DOR",0,0
"ARR9296",2024,"TAI","M",0,0,"TAI",0,0
"ARR9301",2024,"ART","F",0,0,"ART",0,0
"ARR9311",2024,"FOU","F",0,0,"FOU",0,0
"ARR9312",2024,"FOU","M",0,0,"FOU",0,0
"ARR9320",2024,"FOU","F",0,0,"FOU",0,0
"ARR9321",2024,"ALN","M",0,0,"ALN",0,0
"ARR9322",2024,"ALN","F",0,0,"ALN",0,0
"ARR9337",2024,"OSP","F",0,0,"OSP",0,0
"ARR9338",2024,"OSP","M",0,0,"OSP",0,0
"ARR9376",2024,"INS","F",0,0,"INS",0,0
"ARR9377",2024,"INS","M",0,0,"INS",0,0
"ARR9393",2024,"FSH","F",0,0,"FSH",0,0
"ARR9394",2024,"FSH","M",0,0,"FSH",0,0
"ARR9417",2024,"MUN","M",0,0,"MUN",0,0
"ARR9418",2024,"MUN","F",0,0,"MUN",0,0
"ARR9455",2024,"AVI","M",0,0,"AVI",0,0
"ARR9456",2024,"AVI","F",0,0,"AVI",0,0
"ARR9468",2024,"AVN","F",0,0,"AVN",0,0
"ARR9476",2024,"CAR","F",0,0,"CAR",0,0
"ARR9477",2024,"CAR","M",0,0,"CAR",0,0
"ARR9495",2024,"HWP","M",0,0,"HWP",0,0
"ARR9497",2024,"HWP","F",0,0,"HWP",0,0
"ARR9528",2024,"CAR","F",0,0,"CAR",0,0
"ARR9529",2024,"CAR","M",0,0,"CAR",0,0
"ARR9546",2024,"DOW","F",0,0,"DOW",0,0
"ARR9547",2024,"DOW","M",0,0,"DOW",0,0
"ARR9554",2024,"FOU","F",0,0,"FOU",0,0
"ARR9571",2024,"SPD","F",0,0,"SPD",0,0
"ARR9572",2024,"SPD","M",0,0,"SPD",0,0
"ARR9579",2024,"SPD","M",0,0,"SPD",0,0
"ARR9580",2024,"SPD","F",0,0,"SPD",0,0
"ARR9590",2024,"SPD","M",0,0,"SPD",0,0
"ARR9591",2024,"SPD","F",0,0,"SPD",0,0
"ARR9592",2024,"OSP","F",0,0,"OSP",0,0
"ARR9593",2024,"OSP","F",0,0,"OSP",0,0
"ARR9594",2024,"OSP","M",0,0,"OSP",0,0
"ARR9600",2024,"OSP","M",0,0,"OSP",0,0
"ARR9603",2024,"FOF","M",0,0,"FOF",0,0
"ARR9604",2024,"NEW","M",0,0,"NEW",0,0
"ARR9606",2024,"PIT","M",0,0,"PIT",0,0
"ARR9607",2024,"PIT","F",0,0,"PIT",0,0
"ARR9633",2024,"DOW","M",0,0,"DOW",0,0
"ARR9647",2024,"BAD","F",0,0,"BAD",0,0
"ARR9659",2024,"KCK","F",0,0,"KCK/KCZ",0,0
"ARR9660",2024,"PIT","F",0,0,"PIT",0,0
"ARR9662",2024,"STY","F",0,0,"STY",0,0
"ARR9669",2024,"RSY","F",0,0,"RSY",0,0
"ARR9672",2024,"PTH","F",0,0,"PTH",0,0
"ARR9673",2024,"PTH","F",0,0,"PTH",0,0
"ARR9674",2024,"BLA","F",0,0,"BLA",0,0
"ARR9679",2024,"DNM","F",0,0,"DNM",0,0
"ARR9680",2024,"KCZ","M",0,0,"KCK/KCZ",0,0
"ARR9681",2024,"KCZ","F",0,0,"KCK/KCZ",0,0
"ARR9683",2024,"BLG","M",0,0,"BLG",0,0
"ARR9686",2024,"GLF","M",0,0,"GLF",0,0
"ARR9687",2024,"BLA","M",0,0,"BLA",0,0
"ARR9688",2024,"BLA","F",0,0,"BLA",0,0
"ARR9689",2024,"BLA","F",0,0,"BLA",0,0
"ARR9693",2024,"CRU","F",0,0,"CRU",0,0
"ARR9695",2024,"DNS","F",0,0,"DNS",0,0
"ARR9696",2024,"DUN","F",0,0,"DUN",0,0
"ARR9697",2024,"DUN","M",0,0,"DUN",0,0
"ARR9698",2024,"DOW","F",0,0,"DOW",0,0
"ARR9699",2024,"BIR","F",0,0,"BIR",0,0
"ARR9701",2024,"OSP","F",0,0,"OSP",0,0
"ARR9712",2024,"DOR","F",0,0,"DOR",0,0
"ARR9713",2024,"DOR","M",0,0,"DOR",0,0
"ARR9714",2024,"DOR","F",0,0,"DOR",0,0
"ARR9715",2024,"TAI","F",0,0,"TAI",0,0
"ARR9721",2024,"DEL","F",0,0,"DEL",0,0
"ARR9722",2024,"DOR","F",0,0,"DOR",0,0
"ARR9723",2024,"DEL","F",0,0,"DEL",0,0
"ARR9724",2024,"DEL","M",0,0,"DEL",0,0
"ARR9732",2024,"ART","F",0,0,"ART",0,0
"ARR9733",2024,"ART","M",0,0,"ART",0,0
"ARR9734",2024,"HWP","M",0,0,"HWP",0,0
"ARR9735",2024,"INS","M",0,0,"INS",0,0
"ARR9736",2024,"INS","F",0,0,"INS",0,0
"ARR9737",2024,"INS","M",0,0,"INS",0,0
"ARR9749",2024,"FSH","F",0,0,"FSH",0,0
"ARR9750",2024,"FSH","M",0,0,"FSH",0,0
"ARR9751",2024,"FSH","F",0,0,"FSH",0,0
"ARR9752",2024,"RTH","F",0,0,"RTH",0,0
"ARR9753",2024,"RTH","M",0,0,"RTH",0,0
"ARR9758",2024,"AVI","M",0,0,"AVI",0,0
"ARR9759",2024,"AVI","F",0,0,"AVI",0,0
"ARR9768",2024,"SLS","M",0,0,"SLS",0,0
"ARR9769",2024,"SLS","M",0,0,"SLS",0,0
"ARR9770",2024,"SLS","F",0,0,"SLS",0,0
"ARR9771",2024,"DUN","M",0,0,"DUN",0,0
"ARR9772",2024,"FOF","F",0,0,"FOF",0,0
"ARR9773",2024,"FOF","F",0,0,"FOF",0,0
"ARR9775",2024,"FOF","M",0,0,"FOF",0,0
"ARR9777",2024,"BLA","F",0,0,"BLA",0,0
"ARR9783",2024,"BLA","M",0,0,"BLA",0,0
"ARR9787",2024,"DNS","F",0,0,"DNS",0,0
"ARR9795",2024,"AVN","M",0,0,"AVN",0,0
"ARR9796",2024,"AVN","F",0,0,"AVN",0,0
"ARR9797",2024,"AVN","F",0,0,"AVN",0,0
"ARR9804",2024,"CAL","M",0,0,"CAL",0,0
"ARR9805",2024,"CAL","F",0,0,"CAL",0,0
"ARR9806",2024,"KCZ","F",0,0,"KCK/KCZ",0,0
"ARR9807",2024,"KCZ","F",0,0,"KCK/KCZ",0,0
"ARR9808",2024,"KCZ","F",0,0,"KCK/KCZ",0,0
"ARR9821",2024,"SER","M",0,0,"SER",0,0
"ARR9822",2024,"GLF","F",0,0,"GLF",0,0
"ARR9830",2024,"SLS","M",0,0,"SLS",0,0
"ARR9831",2024,"SLS","F",0,0,"SLS",0,0
"ARR9841",2024,"AVI","M",0,0,"AVI",0,0
"ARR9843",2024,"INS","F",0,0,"INS",0,0
"ARR9847",2024,"FSH","M",0,0,"FSH",0,0
"ARR9848",2024,"FSH","F",0,0,"FSH",0,0
"ARR9849",2024,"RSY","F",0,0,"RSY",0,0
"ATR0008",2023,"TAI","F",0,0,"TAI",0,0
"ATR0009",2023,"TAI","F",0,1,"TAI",0,0
"ATR0009",2024,"TAI","F",0,0,"TAI",0,1
"ATR0032",2023,"DOR","F",0,0,"DOR",0,0
"ATR0041",2023,"DOR","M",0,0,"DOR",0,0
"ATR0084",2023,"MUN","F",0,0,"MUN",0,0
"ATR0098",2023,"ART","F",0,0,"ART",0,0
"ATR0099",2023,"ART","M",0,1,"ART",0,0
"ATR0099",2024,"ART","M",0,0,"ART",0,1
"ATR0119",2023,"ART","F",0,0,"ART",0,0
"ATR0162",2023,"HWP","M",0,1,"HWP",0,0
"ATR0162",2024,"HWP","M",0,0,"HWP",0,1
"ATR0163",2023,"HWP","F",0,1,"HWP",0,0
"ATR0163",2024,"HWP","F",0,0,"HWP",0,1
"ATR0164",2023,"HWP","M",0,0,"HWP",0,0
"ATR0165",2023,"RSY","M",0,0,"RSY",0,0
"ATR0166",2023,"RSY","F",0,0,"RSY",0,0
"ATR0167",2023,"FOF","F",0,0,"FOF",0,0
"ATR0168",2023,"MCH","F",0,0,"MCH",0,0
"ATR0169",2023,"MCH","F",0,0,"MCH",0,0
"ATR0170",2023,"BIR","M",0,0,"BIR",0,0
"ATR0173",2023,"BAD","F",0,0,"BAD",0,0
"ATR0175",2023,"ART","F",0,0,"ART",0,0
"ATR0176",2023,"ART","M",0,0,"ART",0,0
"ATR0177",2023,"ART","F",0,0,"ART",0,0
"ATR0192",2023,"FOU","F",0,0,"FOU",0,0
"ATR0193",2023,"DEL","F",0,0,"DEL",0,0
"ATR0194",2023,"TAI","M",0,0,"TAI",0,0
"ATR0195",2023,"TAI","F",0,0,"TAI",0,0
"ATR0196",2023,"TAI","M",0,1,"TAI",0,0
"ATR0196",2024,"TAI","M",0,0,"TAI",0,1
"ATR0197",2023,"TAI","F",0,0,"TAI",0,0
"ATR0198",2023,"DOR","F",0,0,"DOR",0,0
"ATR0199",2023,"DOR","F",0,1,"DOR",0,0
"ATR0199",2024,"DOR","F",0,0,"DOR",0,1
"ATR0209",2023,"OSP","F",0,0,"OSP",0,0
"ATR0210",2023,"OSP","M",0,0,"OSP",0,0
"ATR0216",2023,"OSP","F",0,0,"OSP",0,0
"ATR0237",2023,"SPD","F",0,0,"SPD",0,0
"ATR0238",2023,"SPD","M",0,0,"SPD",0,0
"ATR0245",2023,"ALN","F",0,0,"ALN",0,0
"ATR0246",2023,"MUN","F",0,0,"MUN",0,0
"ATR0249",2024,"MUN","M",0,0,"MUN",0,0
"ATR0260",2023,"INS","M",0,0,"INS",0,0
"ATR0287",2023,"FSH","F",0,0,"FSH",0,0
"ATR0295",2023,"RTH","M",0,0,"RTH",0,0
"ATR0296",2023,"RTH","M",0,0,"RTH",0,0
"ATR0307",2023,"DNC","M",0,0,"DNC",0,0
"ATR0322",2024,"STY","M",0,0,"STY",0,0
"ATR0324",2023,"GLF","M",0,1,"GLF",0,0
"ATR0324",2024,"GLF","M",0,0,"GLF",0,1
"ATR0341",2023,"DNM","F",0,0,"DNM",0,0
"ATR0365",2023,"KCK","M",0,0,"KCK/KCZ",0,0
"ATR0373",2023,"DOW","F",0,0,"DOW",0,0
"ATR0377",2023,"LVN","M",0,0,"LVN",0,0
"ATR0378",2023,"BLA","M",0,0,"BLA",0,0
"ATR0379",2023,"BLA","F",0,0,"BLA",0,0
"ATR0381",2023,"DNM","M",0,0,"DNM",0,0
"ATR0382",2023,"NEW","F",0,0,"NEW",0,0
"ATR0383",2023,"KCK","M",0,0,"KCK/KCZ",0,0
"ATR0384",2023,"KCK","F",0,0,"KCK/KCZ",0,0
"ATR0385",2023,"PIT","F",0,1,"PIT",0,0
"ATR0385",2024,"PIT","F",0,0,"PIT",0,1
"ATR0386",2023,"PIT","M",0,1,"PIT",0,0
"ATR0386",2024,"PIT","M",0,0,"PIT",0,1
"ATR0400",2023,"BLG","F",0,0,"BLG",0,0
"ATR0404",2024,"DNM","F",0,0,"DNM",0,0
"ATR0411",2024,"DNC","M",0,0,"DNC",0,0
"ATR0417",2023,"SER","F",0,1,"SER",0,0
"ATR0417",2024,"SER","F",0,0,"SER",0,1
"ATR0418",2023,"SER","M",0,1,"SER",0,0
"ATR0418",2024,"SER","M",0,0,"SER",0,1
"ATR0419",2023,"SER","F",0,1,"SER",0,0
"ATR0419",2024,"SER","F",0,0,"SER",0,1
"ATR0429",2023,"BAD","F",0,0,"BAD",0,0
